StartDate,EndDate,Duration (in seconds),ResponseId,def,crime,terror,poor,health,econ,abort,unemploy,blkaid,adopt,imm,vaccines,guns,djt,interest,friends_1,friends_2,friends_3,friends_4,friends_5,tense,death,ewry,values,ideo,partyid,votereport,gender,ethnic,edu,inc,age,state,relig,wave,voting,climate,check,beh_att_1,beh_att_2,beh_att_3,beh_identity,virusthreat,quarantine,sickleave,fourth,id
2019-05-22T21:59:55Z,2019-05-22T22:07:23Z,447,R_2rpBAJUc40LKcSk,8,4,5,5,4,4,1,4,4,1,5,7,4,2,6,7,7,7,7,7,3,3,1,7,7,7,,,,,,,,,2,"",8,,,,,,,,,,R_Z4f64jMpL76Kpnr
2019-05-22T22:08:13Z,2019-05-22T22:10:10Z,116,R_ZgEILi2jBZx0ewV,7,4,7,4,5,5,2,4,1,1,7,4,4,2,7,6,7,6,6,7,4,4,3,7,6,5,,,,,,,,,2,"",4,,,,,,,,,,R_1oznVzZOUcbTAa1
2019-05-22T22:11:05Z,2019-05-22T22:14:32Z,207,R_3lFVsaML6fcZN1w,1,3,3,4,4,4,2,5,3,4,4,1,2,3,5,4,4,7,4,4,5,6,5,7,7,4,,,,,,,,,2,"",2,,,,,,,,,,R_2eP73zBsCvV3rcp
2019-05-22T22:27:22Z,2019-05-22T22:29:42Z,140,R_2z6DCMuPd1AU9Bh,2,4,2,5,2,3,4,4,5,7,2,2,3,4,5,7,2,6,2,7,5,5,5,1,1,2,,,,,,,,,2,"",1,,,,,,,,,,R_2atU5D8zltL37WQ
2019-05-22T22:35:47Z,2019-05-22T22:44:59Z,551,R_1JFQzLF7E7ZoGrf,4,8,3,5,5,8,3,5,7,7,1,1,2,4,4,5,5,5,5,5,4,4,5,6,2,2,,,,,,,,,2,"",1,,,,,,,,,,R_1M3uBUbe5xH2UBN
2019-05-22T22:41:00Z,2019-05-22T22:43:39Z,159,R_2WV9YTpJlCBrx2K,5,4,2,6,7,4,4,5,7,7,4,1,2,3,4,4,4,4,4,4,2,4,3,5,2,2,,,,,,,,,2,"",1,,,,,,,,,,R_1HqwAqy6lZvLUko
2019-05-22T23:03:44Z,2019-05-22T23:05:55Z,130,R_4Z0UCKTFp9aq3wB,3,5,3,4,5,5,4,5,4,7,2,1,4,6,1,3,3,5,4,5,3,2,5,3,3,3,,,,,,,,,2,"",1,,,,,,,,,,R_wRBTR14nOZJotDb
2019-05-22T23:11:36Z,2019-05-22T23:14:28Z,172,R_1jrFGXsPu3Nz6DW,3,9,2,6,3,9,2,5,9,9,8,2,1,6,2,7,7,7,7,7,1,5,5,4,9,9,,,,,,,,,2,"",1,,,,,,,,,,R_3DonrWLtdpUReTg
2019-05-22T23:16:08Z,2019-05-22T23:21:53Z,345,R_2WG6dBwsAVG9H64,4,4,4,6,6,4,4,4,6,2,3,1,1,3,3,4,4,4,4,4,2,5,2,5,4,4,,,,,,,,,2,"",1,,,,,,,,,,R_2Uits2irmleQoy7
2019-05-22T23:20:46Z,2019-05-22T23:29:51Z,545,R_2cBjh1UBWx7xCMu,4,4,4,2,6,6,2,2,1,1,7,1,6,1,6,6,7,7,7,5,1,4,6,6,6,6,,,,,,,,,2,"",5,,,,,,,,,,R_1IN7e7z5UXkMqIG
2019-05-22T23:36:40Z,2019-05-22T23:38:55Z,134,R_1F52ez3EYolDREa,7,7,7,7,4,5,1,4,1,1,7,7,7,1,7,1,7,7,7,1,1,4,4,7,7,7,,,,,,,,,2,"",7,,,,,,,,,,R_vwMIznkZLHqoFgt
2019-05-22T23:44:13Z,2019-05-22T23:47:23Z,190,R_2rPFDjpdVIxIkCh,4,4,4,7,7,4,4,6,4,7,3,2,4,4,2,6,4,6,4,6,5,5,7,6,2,3,,,,,,,,,2,"",1,,,,,,,,,,R_6zpDKFC1NCdnn3P
2019-05-23T00:43:35Z,2019-05-23T00:47:51Z,256,R_1hMagYjkK2q38lb,8,8,1,7,5,8,4,5,6,7,1,6,1,4,7,6,6,6,6,6,6,1,7,7,2,3,,,,,,,,,2,"",1,,,,,,,,,,R_QlHhHTruJK0dFQd
2019-05-23T01:19:10Z,2019-05-23T01:23:56Z,286,R_r8ebXYUNnfXLAKl,5,4,5,3,2,1,3,3,2,4,6,3,4,1,5,3,5,5,6,4,1,2,5,5,6,6,,,,,,,,,2,"",7,,,,,,,,,,R_3qlfdpcV73atzPE
2019-05-23T01:49:40Z,2019-05-23T01:53:16Z,215,R_26fge2h75q6G646,2,8,3,6,5,4,4,6,5,7,7,1,2,4,4,5,3,7,1,6,6,2,4,3,2,2,,,,,,,,,2,"",1,,,,,,,,,,R_24GCVoFSYMTsMrn
2019-05-23T02:17:16Z,2019-05-23T02:19:16Z,120,R_Ovfv3vmKaELNAZz,3,5,3,7,7,4,4,7,7,7,4,1,1,4,3,6,3,6,3,7,5,3,5,7,4,3,,,,,,,,,2,"",1,,,,,,,,,,R_3I5EMsLibFMO7z8
2019-05-23T02:18:36Z,2019-05-23T02:21:04Z,148,R_xEPGVkENve7EpGx,3,2,1,5,5,6,4,4,4,7,2,1,1,4,5,6,2,5,2,6,3,5,7,4,3,3,,,,,,,,,2,"",1,,,,,,,,,,R_3qdIA2boiaTSe5E
2019-05-23T03:09:00Z,2019-05-23T03:11:53Z,173,R_1n3nRl8g1pomnUS,4,5,4,4,5,4,2,3,2,3,1,1,4,1,5,3,5,4,5,3,2,2,2,7,6,6,,,,,,,,,2,"",4,,,,,,,,,,R_BEvk68HOtxaoOaJ
2019-05-23T03:16:39Z,2019-05-23T03:24:18Z,459,R_1KlEeqcia3uSg7P,1,2,2,7,7,3,4,7,6,7,2,1,1,4,4,5,3,7,3,6,1,6,6,5,2,3,,,,,,,,,2,"",1,,,,,,,,,,R_238XXeIOlZ3BNVO
2019-05-23T03:46:02Z,2019-05-23T03:48:30Z,147,R_2eUXGJ4MikAUk4N,2,4,1,7,7,5,4,6,2,1,1,1,2,4,7,7,4,6,4,7,3,4,6,4,1,1,,,,,,,,,2,"",1,,,,,,,,,,R_u32S9JCrYbFeU5b
2019-05-23T04:12:43Z,2019-05-23T04:16:38Z,235,R_u2IwM0rlzwmxZV7,3,4,2,5,5,8,4,5,5,7,2,2,3,3,1,5,4,7,5,6,4,3,3,5,4,3,,,,,,,,,2,"",1,,,,,,,,,,R_1QJFrRLAUVekI7b
2019-05-23T04:35:11Z,2019-05-23T04:38:04Z,172,R_3FLHfFYi6voNfE9,3,4,3,7,7,5,4,7,7,7,3,1,1,4,2,6,1,5,3,6,4,4,3,5,2,2,,,,,,,,,2,"",1,,,,,,,,,,R_PO1SXR2yBOsDBKx
2019-05-23T04:35:48Z,2019-05-23T04:38:28Z,159,R_1g6DCZtH80IEZTT,2,3,1,5,5,7,4,5,4,2,5,1,2,4,6,6,2,4,2,6,3,5,5,6,1,1,,,,,,,,,2,"",1,,,,,,,,,,R_3G2jgyFbECmSm4V
2019-05-23T05:21:02Z,2019-05-23T05:26:02Z,299,R_z6wiCrvvalWMSxb,3,4,8,6,6,5,3,8,6,7,3,2,2,4,5,6,2,5,3,6,3,7,6,6,2,2,,,,,,,,,2,"",2,,,,,,,,,,R_25RZ01aTygC9xGN
2019-05-23T06:42:17Z,2019-05-23T06:46:50Z,273,R_28MNMQqGqnIEvAo,2,4,1,3,7,5,3,3,4,5,3,1,1,4,5,7,5,7,6,6,5,2,3,5,2,3,,,,,,,,,2,"",1,,,,,,,,,,R_2tJ4zQ0NIsZf9Vy
2019-05-23T07:13:20Z,2019-05-23T07:17:14Z,234,R_3eb5q7UArR7zGF4,1,1,1,6,7,4,2,5,5,2,1,1,3,4,4,6,6,6,6,6,5,1,5,4,3,3,,,,,,,,,2,"",1,,,,,,,,,,R_2tah8y5HwA182Hy
2019-05-23T08:18:13Z,2019-05-23T08:22:30Z,257,R_2RaFowDJxuH1whu,1,4,1,6,7,5,4,6,6,7,3,1,2,4,5,6,6,6,6,7,4,3,7,4,2,2,,,,,,,,,2,"",1,,,,,,,,,,R_12RuQ843VABw14a
2019-05-23T09:34:20Z,2019-05-23T09:37:25Z,184,R_2TZAb1DTves0SLb,3,4,1,5,5,8,4,5,4,7,4,1,5,3,5,6,5,7,6,6,2,2,3,3,3,3,,,,,,,,,2,"",1,,,,,,,,,,R_2qyDc4gcl5p7YJz
2019-05-23T11:04:43Z,2019-05-23T11:07:38Z,174,R_2xL9UscQgavDqva,1,2,2,6,6,8,4,6,5,1,1,1,1,4,4,7,3,6,5,7,3,5,5,4,2,2,,,,,,,,,2,"",1,,,,,,,,,,R_26aNgejm0cFjrek
2019-05-23T11:33:40Z,2019-05-23T11:36:12Z,151,R_2OVyVmzWcQ0HExX,3,5,5,3,4,4,4,3,3,7,7,1,4,1,7,5,7,7,7,4,5,4,7,6,5,5,,,,,,,,,2,"",3,,,,,,,,,,R_2YrZvqagnP5K7mw
2019-05-23T11:52:21Z,2019-05-23T11:55:25Z,183,R_3wIuPhelNL3KhHj,3,3,3,7,7,7,4,4,5,7,4,1,1,4,6,7,6,7,4,7,5,3,1,7,1,1,,,,,,,,,2,"",1,,,,,,,,,,R_1psRNTArP9TsrL7
2019-05-23T12:26:33Z,2019-05-23T12:30:38Z,245,R_2aeJ2BoCETQm9ZS,7,7,7,3,3,7,3,3,1,1,7,4,1,1,6,1,7,5,7,1,1,1,7,7,6,6,,,,,,,,,2,"",4,,,,,,,,,,R_2P71gW3hzoSBJ8D
2019-05-23T12:40:34Z,2019-05-23T12:42:53Z,138,R_usrnIsS6IfrYMnv,3,8,8,7,7,8,4,5,7,7,8,1,1,4,6,7,5,6,5,7,5,7,6,5,2,2,,,,,,,,,2,"",1,,,,,,,,,,R_245WqYtAD8Us7f4
2019-05-23T13:08:41Z,2019-05-23T13:10:40Z,118,R_3R8jozWa2seqW49,1,4,1,7,7,4,4,7,6,7,1,1,1,4,6,7,5,5,3,7,4,5,6,5,1,1,,,,,,,,,2,"",1,,,,,,,,,,R_2rx7qrIWzmZoLy1
2019-05-23T13:53:00Z,2019-05-23T13:54:53Z,113,R_1BY4Qxl7rc5UCyU,2,2,2,7,7,5,4,6,7,7,1,1,1,4,5,7,3,7,3,7,4,7,5,4,1,2,,,,,,,,,2,"",1,,,,,,,,,,R_tLmNWN08JphOdeF
2019-05-23T14:04:31Z,2019-05-23T14:09:49Z,317,R_A7mwUyGwKZWrJkJ,4,5,4,6,5,6,4,5,5,7,3,5,2,4,7,7,7,7,7,7,1,1,4,6,1,2,,,,,,,,,2,"",1,,,,,,,,,,R_YVs6bEUdH58kqPv
2019-05-23T14:17:20Z,2019-05-23T14:22:33Z,312,R_XSzHsobLTrcBU4h,9,9,9,9,6,9,4,8,9,7,9,2,2,4,1,9,9,9,9,9,5,6,4,6,9,9,,,,,,,,,2,"",2,,,,,,,,,,R_oXLTsEl1bqlO825
2019-05-23T14:29:50Z,2019-05-23T14:33:51Z,240,R_1CIS73mRkjkNWhY,2,3,2,5,5,3,4,4,5,7,1,2,3,4,6,7,4,5,4,7,2,6,5,5,2,2,,,,,,,,,2,"",6,,,,,,,,,,R_Yb6IU31LRRm9rIl
2019-05-23T15:13:59Z,2019-05-23T15:16:11Z,131,R_ssSY6nMH73HG8Bb,1,4,3,7,7,6,4,7,6,1,4,1,1,4,5,7,4,7,4,7,2,3,6,1,2,2,,,,,,,,,2,"",1,,,,,,,,,,R_eb4wR0WOnqUApl7
2019-05-23T15:30:55Z,2019-05-23T15:36:54Z,359,R_3j8oKa3Nl465XtY,3,5,2,4,8,5,3,4,3,7,2,1,4,3,2,7,7,7,7,7,3,4,4,4,3,3,,,,,,,,,2,"",3,,,,,,,,,,R_22rZTtzhwHNB7vG
2019-05-23T15:32:07Z,2019-05-23T15:38:31Z,384,R_3Dncg0jG8t5Y9kk,4,6,7,6,7,5,3,5,4,1,7,1,1,2,5,4,7,7,7,6,3,7,5,7,5,6,,,,,,,,,2,"",3,,,,,,,,,,R_XuL0rieAlkX9A2J
2019-05-23T16:24:25Z,2019-05-23T16:27:48Z,203,R_pgzhQx6gvASGRtT,5,4,4,4,4,4,3,3,4,3,6,1,4,2,6,7,7,7,7,7,2,3,5,5,5,5,,,,,,,,,2,"",7,,,,,,,,,,R_3phTgAsGQ1OxH5L
2019-05-23T17:12:11Z,2019-05-23T17:14:40Z,149,R_1AHXasaQ4LujrLH,3,5,3,7,7,5,4,6,5,7,4,1,3,4,5,6,4,7,4,6,2,5,3,4,3,2,,,,,,,,,2,"",1,,,,,,,,,,R_1f6OuWijE5WZSrf
2019-05-23T17:12:52Z,2019-05-23T17:14:50Z,118,R_2wBT4Di1ekHJzRW,7,7,7,7,7,7,3,7,7,7,7,1,1,3,2,7,7,7,7,7,7,7,7,7,5,3,,,,,,,,,2,"",1,,,,,,,,,,R_DNrzMlrobVsEPuN
2019-05-23T19:03:11Z,2019-05-23T19:06:59Z,227,R_2rPjcXko7frj3sZ,6,4,2,6,7,4,4,4,4,1,3,1,4,3,3,7,7,7,7,7,1,7,7,7,4,4,,,,,,,,,2,"",1,,,,,,,,,,R_1jBuzfzv1pyILnO
2019-05-23T19:17:01Z,2019-05-23T19:19:19Z,138,R_qVMSxqjrDFbsbKx,1,4,2,7,7,7,4,6,6,7,3,1,3,4,6,6,4,5,3,6,5,6,6,5,1,2,,,,,,,,,2,"",1,,,,,,,,,,R_yIvYiBN6ikkWy1H
2019-05-23T20:14:23Z,2019-05-23T20:18:48Z,264,R_3lz8NRsbsXeN9NZ,4,5,4,4,4,6,3,4,6,7,4,2,3,3,4,7,7,7,7,7,3,5,3,3,4,4,,,,,,,,,2,"",1,,,,,,,,,,R_1lnjrzErguUQPX9
2019-05-23T20:17:26Z,2019-05-23T20:20:48Z,202,R_3ekrPkVFXTo6tX7,1,8,2,5,7,9,3,4,5,7,2,1,2,3,3,7,7,7,5,7,2,3,3,7,2,3,,,,,,,,,2,"",1,,,,,,,,,,R_27E8pGv8IL2aALn
2019-05-23T21:07:21Z,2019-05-23T21:10:59Z,218,R_NXYDElsiVSAqexX,1,5,2,6,5,5,4,5,6,7,2,1,2,4,6,6,2,6,2,7,3,4,6,6,3,2,,,,,,,,,2,"",1,,,,,,,,,,R_3GxrPbYKUDo8rMh
2019-05-23T21:44:02Z,2019-05-23T21:47:17Z,195,R_u2oe7zZsU0JBVsd,5,5,5,6,7,7,4,5,4,7,5,1,1,4,2,5,4,5,5,5,5,1,7,6,3,3,,,,,,,,,2,"",2,,,,,,,,,,R_1LBDlz7QOAUUsTs
2019-05-23T22:30:35Z,2019-05-23T22:36:31Z,355,R_2wB8a7n8msBUv71,4,4,1,5,5,6,4,5,4,6,3,4,4,3,2,5,5,5,5,5,2,4,5,4,4,9,,,,,,,,,2,"",4,,,,,,,,,,R_zZ06ru85Ef9sPu1
2019-05-23T22:59:20Z,2019-05-23T23:01:43Z,142,R_2QtgWzvthbDwAeZ,3,5,2,7,7,7,4,6,6,7,3,3,1,4,5,7,3,5,3,7,6,1,7,3,1,1,,,,,,,,,2,"",1,,,,,,,,,,R_2qgBUojNzpCv3nK
2019-05-23T23:16:24Z,2019-05-23T23:18:29Z,124,R_2pJJdDhGqFPdmlo,1,5,1,7,7,6,4,7,6,7,3,1,1,4,5,7,7,7,7,7,7,5,7,7,1,1,,,,,,,,,2,"",1,,,,,,,,,,R_yEbIyjPKPAyUYs9
2019-05-23T23:55:13Z,2019-05-23T23:59:03Z,229,R_3R8VLjVKjJz2QjC,7,7,7,3,1,4,1,3,3,1,7,6,6,2,2,3,6,6,6,4,2,2,5,7,6,6,,,,,,,,,2,"",7,,,,,,,,,,R_3flqXEFjErk5NiB
2019-05-24T00:48:41Z,2019-05-24T00:51:26Z,164,R_3G9cpbGTXhaoyDo,4,5,5,5,7,4,4,6,6,7,2,2,1,4,4,7,6,7,6,7,3,5,5,4,2,2,,,,,,,,,2,"",1,,,,,,,,,,R_2AKjTH5WYvwrfcp
2019-05-24T00:52:04Z,2019-05-24T00:54:59Z,174,R_2Se2HABxcD9vHjV,2,5,2,6,7,7,4,5,6,7,3,1,1,4,6,6,2,6,2,6,2,6,7,7,1,1,,,,,,,,,2,"",1,,,,,,,,,,R_3EygkzGdJh3tehC
2019-05-24T00:52:23Z,2019-05-24T00:55:19Z,176,R_1Kw2ycO5LeDRuJW,3,3,3,4,7,3,4,4,3,1,3,4,4,3,2,6,5,5,6,6,3,5,3,6,4,4,,,,,,,,,2,"",1,,,,,,,,,,R_2dYjxrTiGMN3V0N
2019-05-24T00:59:24Z,2019-05-24T01:04:54Z,330,R_9TRLSYABJVVfcPv,4,4,4,5,7,3,4,4,4,7,4,2,1,2,2,6,6,6,6,6,1,4,5,5,3,3,,,,,,,,,2,"",2,,,,,,,,,,R_3QRDGDDYMJh7fJa
2019-05-24T01:03:07Z,2019-05-24T01:04:56Z,108,R_1GK1PcgXTXdyOAY,2,2,3,7,6,4,3,6,6,2,3,2,2,4,5,4,4,4,3,4,5,6,6,4,3,3,,,,,,,,,2,"",1,,,,,,,,,,R_DP1zNt3sp8YDDRD
2019-05-24T02:21:56Z,2019-05-24T02:23:35Z,99,R_1daHwa8j8OKVcFU,7,7,8,3,1,4,4,1,3,4,7,1,6,2,4,3,5,4,6,3,1,2,4,4,5,5,,,,,,,,,2,"",3,,,,,,,,,,R_1rceTkRrGQLCpG0
2019-05-24T02:42:00Z,2019-05-24T02:44:38Z,157,R_AATFuvYBaXPjBzr,3,4,4,4,4,6,4,4,4,6,5,3,4,2,4,6,6,6,6,6,4,2,3,3,6,6,,,,,,,,,2,"",3,,,,,,,,,,R_0wFb2cib7mf4Imd
2019-05-24T04:45:59Z,2019-05-24T07:14:10Z,8890,R_214DdUC9SZsUz2K,,,,5,,9,3,,,7,,,2,,5,5,3,7,3,6,,,,5,,,,,,,,,,,2,"",,,,,,,,,,,R_DMjB7Y7rkByBcOZ
2019-05-24T05:47:42Z,2019-05-24T05:51:57Z,255,R_1NrAjnC07rysZt4,2,6,2,7,7,6,4,6,7,7,2,2,1,4,4,7,6,7,6,7,5,4,7,6,2,2,,,,,,,,,2,"",1,,,,,,,,,,R_Y9ba2K4wYoQKNbz
2019-05-24T07:14:46Z,2019-05-24T07:19:15Z,269,R_28IYLd0Vs8zWy7x,3,8,3,5,7,5,2,3,6,4,6,5,5,3,6,8,7,7,6,6,3,3,4,7,5,5,,,,,,,,,2,"",1,,,,,,,,,,R_1CfjBctZ6ECzpHJ
2019-05-24T10:19:42Z,2019-05-24T10:22:51Z,189,R_2QyWps4GcmCJakA,4,9,2,5,7,9,4,9,8,7,9,1,1,4,1,9,9,9,9,9,1,4,1,6,4,4,,,,,,,,,2,"",1,,,,,,,,,,R_UsBzvqnoldEHDNv
2019-05-24T13:13:54Z,2019-05-24T13:16:07Z,133,R_2cd9ZtkBEbQu6AA,1,9,1,7,7,8,4,8,7,7,8,1,1,4,7,7,7,7,7,7,2,2,7,1,3,2,,,,,,,,,2,"",1,,,,,,,,,,R_1QlOCzdzSQ3ltZi
2019-05-24T15:00:47Z,2019-05-24T15:06:08Z,320,R_2dyhE2djSnuIse9,4,3,2,7,7,5,4,6,7,1,3,1,1,4,5,7,1,4,1,7,2,2,6,6,1,1,,,,,,,,,2,"",1,,,,,,,,,,R_290P2KMe2iiDJxL
2019-05-24T15:48:27Z,2019-05-24T15:51:27Z,180,R_6LjvYB37QPWFHtT,4,3,3,3,2,5,3,3,2,7,6,5,4,2,4,6,6,6,6,6,3,2,1,4,4,4,,,,,,,,,2,"",5,,,,,,,,,,R_3jZFcgroWdBkfCG
2019-05-24T15:55:26Z,2019-05-24T15:57:16Z,110,R_31TAkP1ReBHogBo,4,2,4,1,4,1,4,1,1,7,5,2,4,1,5,7,7,7,7,7,1,2,1,1,6,6,,,,,,,,,2,"",4,,,,,,,,,,R_3s5KMepxpekgBi7
2019-05-24T15:57:23Z,2019-05-24T16:01:39Z,255,R_3MbXQdHTAHYgIzc,6,6,7,5,5,6,3,6,2,4,9,5,2,2,6,7,7,7,7,7,2,6,4,4,6,6,,,,,,,,,2,"",3,,,,,,,,,,R_25vzhHcr2bOCuCE
2019-05-24T17:05:34Z,2019-05-24T17:07:22Z,108,R_3p9XOyjboDa3gWG,1,1,1,7,7,7,4,7,7,7,1,1,1,4,5,6,1,3,3,5,7,7,7,5,1,3,,,,,,,,,2,"",1,,,,,,,,,,R_2TRJk9zZUppYoV5
2019-05-24T17:05:39Z,2019-05-24T17:08:46Z,186,R_22s5xHD8TIS1LRO,5,2,2,3,4,4,3,3,3,5,3,1,9,2,5,9,9,9,9,9,2,2,2,5,6,5,,,,,,,,,2,"",5,,,,,,,,,,R_3OgZvzwXb09jxrr
2019-05-24T17:20:29Z,2019-05-24T17:25:16Z,287,R_AhegTttfdpn1BrX,3,8,2,7,7,8,4,7,7,7,1,1,1,4,7,7,1,2,1,7,7,2,7,7,1,1,,,,,,,,,2,"",1,,,,,,,,,,R_AzjL5bClifaGxTr
2019-05-24T17:22:47Z,2019-05-24T17:26:37Z,229,R_80teX8Vleu6FsDD,6,3,5,5,7,2,4,5,6,7,6,1,2,4,2,5,3,6,3,5,5,1,7,5,2,2,,,,,,,,,2,"",1,,,,,,,,,,R_vpIS4FbAEQhDe3n
2019-05-24T18:12:51Z,2019-05-24T18:56:05Z,2594,R_ddkAYO6U9tC9HZT,8,9,8,5,8,8,4,9,6,7,5,1,1,4,5,4,5,7,5,6,2,5,6,6,3,2,,,,,,,,,2,"",1,,,,,,,,,,R_WjjPhSSmLeLEwKd
2019-05-24T18:33:24Z,2019-05-24T18:41:02Z,457,R_3MrMVNInHz9faL3,8,4,7,6,4,4,1,5,8,1,7,3,4,1,7,1,7,3,7,2,1,1,1,7,6,6,,,,,,,,,2,"",4,,,,,,,,,,R_2CqYnovJQsXXjGs
2019-05-24T20:47:33Z,2019-05-24T20:51:28Z,234,R_YW92wdByBzfLm2R,2,6,4,6,6,2,4,5,6,7,4,1,1,4,6,7,6,7,6,7,4,4,7,7,2,2,,,,,,,,,2,"",1,,,,,,,,,,R_27ViUzJbMXmPoUp
2019-05-24T22:51:32Z,2019-05-24T22:53:42Z,130,R_O1oYZhq9kMlOjAt,2,4,4,7,7,5,4,6,6,7,1,1,1,4,3,7,3,8,3,6,6,6,5,4,2,8,,,,,,,,,2,"",9,,,,,,,,,,R_1pngXMdKUNBQ7Y7
2019-05-25T00:14:16Z,2019-05-25T00:16:23Z,126,R_1l4UfpM02cquSpW,1,4,1,7,7,5,4,7,7,7,2,1,1,4,6,7,1,1,1,6,3,3,7,6,1,1,,,,,,,,,2,"",1,,,,,,,,,,R_1lgiOUbz97yPpq2
2019-05-25T02:04:02Z,2019-05-25T02:10:48Z,405,R_3PAiEJlYMgOj0Yz,4,4,4,4,3,5,4,4,4,7,4,1,3,5,3,7,7,7,7,7,5,3,4,5,4,5,,,,,,,,,2,"",1,,,,,,,,,,R_1QtqeQsdCxqIiEH
2019-05-25T03:21:48Z,2019-05-25T03:26:43Z,294,R_2QYYDMU14wnqmLU,2,2,1,7,7,4,4,4,7,7,3,1,1,4,7,7,2,4,3,7,1,1,7,4,1,2,,,,,,,,,2,"",1,,,,,,,,,,R_31pC3RdyduAKQPZ
2019-05-25T23:23:17Z,2019-05-25T23:27:44Z,266,R_3KMWV6AGMwIMzPl,3,5,3,7,1,7,2,4,3,1,4,5,5,1,5,4,7,7,7,7,1,1,1,5,6,6,,,,,,,,,2,"",6,,,,,,,,,,R_ZCV2gJPp773swlr
2019-05-26T00:52:44Z,2019-05-26T00:56:36Z,231,R_1DSGiONZkDRCRo8,2,4,3,5,5,8,4,5,6,7,4,1,1,4,5,5,5,5,3,5,2,5,5,5,3,4,,,,,,,,,2,"",1,,,,,,,,,,R_11cIRF8hmAk1g9d
2019-05-26T02:51:47Z,2019-05-26T02:57:13Z,325,R_3nO6spkFuZga6J4,6,7,7,4,7,6,2,6,4,4,7,1,2,1,7,1,1,1,1,1,1,3,2,4,5,2,,,,,,,,,2,"",4,,,,,,,,,,R_2QuE6tQLDVUl3n0
2019-05-26T02:54:25Z,2019-05-26T03:00:38Z,372,R_2dWqAgpjQxGqQhS,4,4,4,6,7,6,1,6,7,3,5,2,1,3,5,7,6,7,6,7,4,1,7,7,2,3,,,,,,,,,2,"",1,,,,,,,,,,R_eM9vfvzM0UIevaF
2019-05-26T03:16:17Z,2019-05-26T03:25:41Z,563,R_2cb9FcCIg2I3lcj,5,4,4,4,7,5,4,4,4,7,1,1,3,4,4,5,1,4,2,5,1,1,5,4,4,2,,,,,,,,,2,"",1,,,,,,,,,,R_XzFQ8HSUTFIyg7v
2019-05-26T09:34:37Z,2019-05-26T09:37:11Z,153,R_3nbYV4wYcr8FFg8,4,4,4,3,1,6,4,4,5,7,5,1,1,3,5,6,3,6,3,6,3,5,5,6,3,2,,,,,,,,,2,"",2,,,,,,,,,,R_3Es64F9oFu81BHb
2019-05-26T14:33:18Z,2019-05-26T14:36:04Z,165,R_3m91zi0AoE6H1WP,3,4,4,4,6,4,3,4,5,7,4,4,2,4,5,7,5,6,5,7,3,3,5,6,1,1,,,,,,,,,2,"",2,,,,,,,,,,R_1OkjF7IyMfRnjkl
2019-05-26T15:13:09Z,2019-05-26T15:16:04Z,174,R_qEmo17V1gQbafrX,5,5,5,4,3,5,2,3,4,1,6,4,4,1,5,3,7,5,7,4,4,6,4,5,7,7,,,,,,,,,2,"",7,,,,,,,,,,R_1mXA17Vp6B3Wcgo
2019-05-26T16:43:42Z,2019-05-26T16:47:06Z,203,R_zeaDhTYlOadDT4R,1,5,1,5,7,5,4,7,4,7,2,4,4,4,5,4,9,8,1,9,1,2,5,2,2,2,,,,,,,,,2,"",1,,,,,,,,,,R_3DhIzIGPpPXAw9p
2019-05-26T19:08:55Z,2019-05-26T19:13:55Z,299,R_tG8EWudUTam6WZ3,5,6,5,6,7,7,2,5,9,6,6,2,4,3,1,7,7,7,7,7,1,7,6,7,4,4,,,,,,,,,2,"",2,,,,,,,,,,R_bQ4rri6DV5hqeUV
2019-05-26T21:19:00Z,2019-05-26T21:22:45Z,225,R_2tFn8krC7mfiXHy,4,5,3,5,6,4,4,4,4,7,3,1,2,4,4,7,2,6,2,6,5,4,5,2,2,2,,,,,,,,,2,"",2,,,,,,,,,,R_1BSrtlJhN5xat6V
2019-05-27T01:53:10Z,2019-05-27T01:55:29Z,138,R_3hbfsJTutwv2qMr,1,4,1,5,6,3,4,5,5,7,3,1,1,4,7,5,5,5,4,6,2,4,2,7,2,2,,,,,,,,,2,"",1,,,,,,,,,,R_3fMH67VoxcgNp9L
2019-05-27T04:25:05Z,2019-05-27T04:28:20Z,194,R_1K7J9AJKGPzEdjz,2,3,1,7,7,4,4,6,7,5,5,3,3,4,6,5,3,7,3,7,3,7,7,7,5,5,,,,,,,,,2,"",1,,,,,,,,,,R_1eJNFC3Y8vppnf2
2019-05-27T13:02:26Z,2019-05-27T13:04:40Z,134,R_3p4tM3hWfZdIs6O,2,3,2,7,3,7,4,3,7,7,4,1,2,4,6,7,7,7,7,7,4,4,6,6,2,2,,,,,,,,,2,"",1,,,,,,,,,,R_ST4J5iZTpi5vsNX
2019-05-27T16:16:45Z,2019-05-27T16:19:56Z,190,R_06DmjyshvwnOIzn,3,4,1,6,7,5,4,6,5,7,4,1,3,4,5,6,2,5,1,7,5,5,7,7,2,2,,,,,,,,,2,"",1,,,,,,,,,,R_1LBiY98dFGBY2D2
2019-05-27T16:28:28Z,2019-05-27T16:30:47Z,138,R_2e2U3ddyPKS50sq,4,4,4,7,7,4,4,7,4,1,3,3,1,4,7,7,7,7,7,7,1,1,7,7,1,1,,,,,,,,,2,"",1,,,,,,,,,,R_1hDYY2s3J02NJs4
